str_no_string|NO STRING!
str__right_to_rule_reg12|^Diritto a regnare: {reg12}.
str_political_arguments_made_legality_reg3_rights_of_lords_reg4_unificationpeace_reg5_rights_of_commons_reg6_fief_pledges_reg7|Argomentazioni politiche fatte:^Legalità: {reg3}^Diritti dei lords: {reg4}^Unificazione/pace: {reg5}^Diritti del popolo: {reg6}^Promesse di feudi: {reg7}
str_renown_reg2_honour_rating_reg3s12_friends_s8_enemies_s6_s9|Fama: {reg2}.^Onore: {reg3}.{s12}^Amici: {s8}.^Nemici: {s6}.^{s9}
str_you_lie_stunned_for_several_minutes_then_stagger_to_your_feet_to_find_your_s10_standing_over_you_you_have_lost_the_duel|Resti stordito per alcuni minuti, poi barcolli sui tuoi piedi, trovando il tuo {s10} in piedi sopra di te. Hai perso il duello.
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel|{s10} giace nella polvere dell'arena per vari minuti, poi si alza barcollando sui suoi piedi. Ha perso il duello.
str__this_castle_is_temporarily_under_royal_control| Questo castello è temporaneamente sotto il controllo reale.
str__this_castle_does_not_seem_to_be_under_anyones_control| Questo castello non sembra essere sotto il controllo di nessuno.
str__this_town_is_temporarily_under_royal_control| Questa città è temporaneamente sotto il controllo reale.
str__the_townspeople_seem_to_have_declared_their_independence| La popolazione della città sembra aver dichiarato la sua indipendenza.
str_to_your_husband_s11|a tuo marito, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate| Vedi la bandiera di {tua moglie/tuo marito}, {s7}, sopra il cancello del castello.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates| La bandiera di {tua moglie/tuo marito}, {s7}, sventola sopra i cancelli della città.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^Il signore al momento sta dando una festa nel suo salone.
str__join_the_feast| (unisciti alla festa)
str_belligerent_drunk_in_s4|Ubriaco ostile a {s4}
str_belligerent_drunk_not_found|Ubriaco ostile non trovato
str_roughlooking_character_in_s4|persona dall'aspetto rude a {s4}
str_roughlooking_character_not_found|persona dall'aspetto rude non trovato
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. Tuttavia, ti sei sufficientemente distinto per essere invitato a partecipare alla festa in corso nel castello del signore. 
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. Sei inoltre invitato a partecipare alla festa in corso nel castello.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} Sfortunatamente, {s12} venne ferito e dovette essere lasciato indietro. 
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} Inoltre, {s12} venne ferito e dovette essere lasciato indietro.
str_with_the_s10|con il {s10}
str_outside_calradia|al di fuori di Calradia.
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|Ti è stata mossa l'accusa di tradimento verso {s7}. Le tue proprietà sono state confiscate, e faresti bene a fuggire per salvare la tua vita.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|Su ordine di {s6}, {s4} del {s5} è stato incriminato per alto tradimento. Il lord è stato privato di tutte le {reg4?sue:sue} proprietà, ed è fuggito per salvare la {reg4?sua vita:vita}. Si vocifera che sia andato in esilio {s11}.
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|notabili locali provenienti da {s1}, un villaggio rivendicato dal {s4}, sono stati maltrattati dai loro signori del {s3} e rivolgono una petizione a {s5} per avere protezione.
str_villagers_from_s1_stole_some_cattle_from_s2|abitanti provenienti da {s1} rubavano del bestiame da {s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|abitanti di {s1} hanno rapito una donna di un'importante famiglia di {s2} per farla sposare con uno dei loro ragazzi.
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|abitanti provenienti da {s1} hanno ucciso dei contadini di {s2} in uno scontro dovuto a controversie sulla deviazione di un torrente.
str_your_new_minister_|Il tuo nuovo ministro 
str_s10_is_your_new_minister_and_|{s10} è il tuo nuovo ministro, e 
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12|Poiché hai perso {s10} la tua corte è stata spostata a {s11}
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_|Dopo la perdita della {s10}, il tuo fedele vassallo {s9} ha invitato la tua corte a {s11} 
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go|Dopo la perdita di {s11}, la tua corte non ha un luogo dove andare
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly|{s8} desidera informati che i lords del {s9} si incontreranno per una festa nella sala grande a {s10}, e ti invita a partecipare a questa augusta assemblea.
str_consult_with_s11_at_your_court_in_s12|Consultati con {s11} alla tua corte in {s12}
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years|Anche se la nostra separazione è stata breve, il desiderio nel mio cuore di vedervi l'ha fatta sembrare durare molti anni.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again|Anche se è passato solo poco tempo dalla vostra partenza, sono ansiosa di rivedervi ancora.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_|Anche se non ho ricevuto vostre notizie da parecchio tempo, sono sicura che che siete stato molto impegnato, e che l'impossibilità di venire a trovarmi non indica che la vostra attenzione nei miei confronti fosse falsa.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_|Confido che vi siate comportato in maniera consona ad un gentiluomo durante la nostra lunga separazione.
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again|Sono trascorsi diversi giorni da quando siete venuto, e sarei molto contenta di vedervi di nuovo.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me| Dovreste chiedere il permesso a mio {s11} {s16}, ma non ho ragione di credere che v'impedirà di venire a trovarmi.
str__you_should_first_ask_her_s11_s16s_permission|. Dovreste prima chiedere il permesso a {s11} {s16}
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected| Ahimè, come sappiamo mio {s11} {s16} non mi permette di vedervi. Però, credo di poter trovare un modo per farvi entrare indisturbato.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| Visto che mio {s11} {s16} vi ha già concesso il permesso d'incontrarmi, io sono in attesa del vostro arrivo imminente.
str_visit_s3_who_was_last_at_s4s18|Visita {s3}, che l'ultima volta si trovava a {s4}{s18}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|Le guardie hanno avuto l'ordine di consentirvi l'accesso. Forse era la vostra immaginazione, ma pensate che uno di essi vi abbia fatto l'occhiolino
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|Le guardie ti scrutano, e tu sai che è meglio non chiedere il permesso di entrare. Tuttavia, come t'incammini per tornare indietro verso il tuo alloggio, un'anziana signora vestita di nero ti si avvicina. 'Io sono l'ancella di {s11},' sussurra velocemente. 'Indossate questa veste, e calatevi il cappuccio sul volto. Vi farò penetrare nel castello per incontrarla in incognito travestito da sguattera... Le guardie non vi osserveranno molto attentamente. Ma vi prego, per il bene di tutti noi, di essere discreto!'.
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|Le guardie ti scrutano, e tu sai che è meglio non chiedere il permesso di entrare. Tuttavia, come ti giri per tornare al tuo alloggio, un'anziana signora vestita di nero ti si avvicina. 'Io sono l'ancella di {s11},' sussurra velocemente. 'Attendete qualche minuto fuori le mura, verra' fatto un segnale. Farò sgattaiolare Sua Signoria per incontrarvi, vestita nei panni di una pastorella. Ma vi prego, per il bene di tutti noi, di essere discreto!'.
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|Le guardie ti scrutano, e tu sai che è meglio non chiedere il permesso di entrare. Tuttavia, come ti giri per tornare al tuo alloggio, un'anziana signora vestita di nero ti si avvicina. 'Io sono l'ancella di {s11},' sussurra velocemente. 'Sua Signoria mi chiede di dirvi che anela a rivedervi, ma che dovrete aspettare ancora un po'. La signora dice che organizzare un incontro clandestino così presto dopo l'ultima volta sarebbe stato troppo pericoloso.'.
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|Le guardie ti scrutano, e ti rendi conto che è meglio non chiedere il permesso di entrare.
str_party_with_commander_mismatch__check_log_for_details_|Compagnia con discordanza di comandante - controlla il log per i dettagli.
str_doing_political_calculations_for_s9|facendo calcoli politici per {s9}
str_current_wealth_reg1|Ricchezza attuale: {reg1}
str_wanted_bandits_spotted_by_s4|I banditi ricercati sono stati avvistati da {s4}
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} è pronto ad obiettare sulla missione di {s3}, se è nella Compagnia
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Strano. Quello non sembra il vostro piantagrane ordinario. Non ha bevuto così tanto... Si è solo appoggiato lì, tranquillamente, e ha guardato la porta. Dovreste voler valutare se avete nemici che sanno che siete in città... È un peccato che debba essere versato sangue nella mia azienda...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Non gli avete neanche fatto sfoderare l'arma... Comunque sembrava che volesse uccidervi. Prendete la sua spada e il suo borsello, immagino. Quello era un casinista, ma non è bene per un'azienda farsi la nomea di posto dove vengono uccise persone.
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|Beh... Devo dire che ha iniziato lui. Suppongo che ora la sua spada e il suo borsellino vi appartengano. Bevete qualcosa in onore della casa, dato che credo che voi abbiate salvato uno o due clienti dal rompersi la testa. Comunque, spero sia ancora vivo. Non è bene per un'azienda farsi la nomea di posto dove vengono uccise persone.
str_stop_no_shooting_no_shooting|Fermi! Non tirate! Non tirate!
str_em_ill_stay_out_of_this|Ehm... Me ne terrò fuori.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect|Il {s12} è un labirinto di rivalità e rancori. I lords ignorano la chiamata del loro signore, e molti sono pronti a disertare.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy|Il {s12} è traballante. Molti lords non cooperano con nessuno, e alcuni potrebbero essere tentati di disertare per un sovrano che ritengono più degno.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies|Il {s12} è abbastanza solido. Alcuni signori non si sopportano l'un l'altro, ma tendono a stare compatti contro i nemici esterni.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe|Il {s12} è una roccia di stabilità, politicamente parlando. Qualunque cosa i lords possano pensare l'uno dell'altro, combattono come un'unico uomo contro il nemico comune.
str_tribune_s12|Tribuno {s12}
str_lady_s12|Lady {s12}
str_lord_s12|Lord {s12}
str_resolve_the_dispute_between_s11_and_s12|Risolvi la disputa tra {s11} e {s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|Facendo questo, violerete la vostra stessa tregua. È ciò che volete?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|Se attaccate senza essere stato provocato, alcuni dei vostri vassalli potrebbero considerarvi troppo bellicoso. È questo che volete?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|I vostri uomini sono pronti a cavalcare al vostro comando... Siete sicuro che è questo ciò che volete?
str_seek_recognition|portare l'ambasciata.
str_seek_vassalhood|cerca vassallaggio
str_seek_a_truce|chiedere una tregua
str__promised_fief| (feudo promesso)
